Timestamp,PC,Event
2025-08-18 06:25:49,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:25:50,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:25:52,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:25:54,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:25:56,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:25:59,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:00,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:26:02,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:05,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:07,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:26:08,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:11,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:26:13,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:15,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:16,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:19,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:20,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:22,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:26:25,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:27,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:26:28,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:30,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:32,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:26:34,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:37,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:38,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:41,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:42,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:44,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:26:47,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:48,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:50,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:52,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:55,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:26:56,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:26:58,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:00,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:03,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:05,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:06,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:09,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:10,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:13,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:15,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:16,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:18,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:20,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:22,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:25,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:26,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:28,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:30,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:32,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:35,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:36,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:39,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:40,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:42,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:44,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:46,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:27:49,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:51,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:52,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:54,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:27:57,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:27:59,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:28:00,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:28:02,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:05,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:06,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:09,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:11,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:13,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:14,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:17,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:18,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:21,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:23,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:24,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:26,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:28:29,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:30,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:32,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:34,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:28:37,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:38,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:40,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:28:43,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:44,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:47,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:28:48,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:50,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:28:52,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:54,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:28:57,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:28:58,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:00,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:03,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:29:04,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:06,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:09,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:29:11,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:13,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:15,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:16,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:19,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:20,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:23,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:24,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:29:27,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:29,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:31,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:32,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:29:35,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:36,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:39,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:29:40,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:42,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:29:45,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:47,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:48,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:51,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:29:52,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:55,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:29:57,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:29:58,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:01,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:02,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:04,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:06,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:09,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:10,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:12,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:15,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:16,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:18,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:20,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:23,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:25,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:26,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:28,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:30,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:33,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:35,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:37,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:39,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:40,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:43,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:44,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:46,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:49,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:30:50,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:53,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:30:54,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:56,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:30:59,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:01,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:31:03,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:04,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:31:07,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:09,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:10,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:31:12,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:15,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:31:17,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:18,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:21,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:31:23,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:31:25,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:31:26,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:31:29,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:31:30,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:32,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:35,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:36,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:39,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:41,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:42,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:45,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:47,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:31:49,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:31:51,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:53,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:31:55,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:31:57,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:31:59,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:01,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:03,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:04,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:06,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:09,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:10,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:12,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:14,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:17,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:19,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:20,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:22,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:24,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:26,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:29,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:30,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:33,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:34,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:36,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:39,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:41,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:42,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:44,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:46,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:48,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:51,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:53,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:32:55,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:32:56,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:32:58,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:01,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:33:03,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:04,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:07,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:33:08,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:33:10,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:13,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:33:15,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:33:17,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:19,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:20,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:22,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:33:24,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:33:26,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:28,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:31,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:32,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:33:34,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:33:37,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:33:38,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:41,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:33:43,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:33:44,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:47,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:49,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:33:51,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:33:52,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:54,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:57,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:33:59,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:01,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:34:02,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:05,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:07,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:08,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:10,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:13,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:15,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:17,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:34:19,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:34:20,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:22,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:25,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:27,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:28,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:30,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:32,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:35,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:37,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:38,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:34:40,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:34:42,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:45,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:46,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:49,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:51,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:52,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:54,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:34:57,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:34:58,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:00,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:02,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:04,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:07,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:35:09,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:11,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:13,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:14,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:17,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:35:19,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:21,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:35:23,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:25,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:27,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:28,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:31,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:32,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:35,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:37,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:38,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:40,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:35:42,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:35:45,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:35:46,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:35:48,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:51,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:52,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:35:54,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:56,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:35:58,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:01,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:02,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:05,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:07,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:09,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:11,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:13,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:15,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:17,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:18,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:21,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:22,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:24,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:26,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:28,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:31,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:32,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:35,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:37,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:38,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:41,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:42,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:45,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:46,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:49,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:50,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:36:53,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:54,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:36:57,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:36:58,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:37:00,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:02,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:37:05,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:07,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:37:09,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:37:11,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:37:13,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:37:15,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:37:16,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:18,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:20,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:23,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:24,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:37:27,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:28,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:30,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:37:33,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 06:37:35,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:37:37,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:37:38,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 06:37:41,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 06:37:42,PC-103,ProcessStart SuspiciousProcess.exe
